time,step_size,total_energy
1197.9731026683,4.7458132681436,77.924828925304
1203.1934972632,5.220394594958,77.838741624307
1208.9359313177,5.7424340544538,77.744290874743
1215.2526087776,6.3166774598991,77.641037612041
1222.2009539835,6.948345205889,77.527795230611
1228.4544646688,6.2535106853001,77.426363628582
1234.0826242856,5.6281596167701,77.335539652118
1239.1479679406,5.0653436550931,77.254023944546
1244.7198459612,5.5718780206024,77.164676981158
1250.8489117839,6.1290658226627,77.066856530118
1257.5908841888,6.7419724049289,76.95961674318
1265.0070538343,7.4161696454218,76.842444378776
1273.1648404442,8.157786609964,76.713946560005
1282.1384057152,8.9735652709604,76.573310642681
1292.0093275132,9.8709217980564,76.419558124674
1302.8673414911,10.858013977862,76.251181154084
1314.8111568668,11.943815375648,76.066900354826
1327.94935378,13.138196913213,75.866059725634
1342.4013703845,14.452016604534,75.646864299171
1358.2985886495,15.897218264988,75.407376750678
1375.785528741,17.486940091487,75.146609079708
1391.5237748233,15.738246082338,74.913979089083
1405.6881962974,14.164421474104,74.706227365965
1418.4361756241,12.747979326694,74.520638630844
1429.9093570181,11.473181394024,74.353944041466
1442.5298565516,12.620499533427,74.172092034708
1456.4124060383,13.88254948677,73.972938585746
1471.6832104738,15.270804435446,73.755693971703
1488.4810953528,16.797884878991,73.518792496943
1503.5991917439,15.118096391092,73.306869483285
1517.2054784958,13.606286751983,73.11768804984
1529.4511365726,12.245658076785,72.948469340007
1542.9213604571,13.470223884463,72.763826964768
1557.73860673,14.817246272909,72.561457466428
1574.0375776302,16.2989709002,72.340049087575
1591.9664456204,17.92886799022,72.098804234803
1608.1024268116,16.135981191198,71.883177614977
1622.6248098837,14.522383072078,71.690551690587
1635.6949546486,13.070144764871,71.51803055402
1650.0721138899,14.377159241358,71.329969779631
1665.8869890554,15.814875165493,71.124180509393
1683.2833517375,17.396362682043,70.898920815778
1702.4193506877,19.135998950247,70.653052539958
1719.6417497429,17.222399055222,70.433369276231
1735.1419088926,15.5001591497,70.236322042946
1749.0920521274,13.95014323473,70.060142145182
1761.6471810386,12.555128911257,69.902282972233
1775.457822841,13.810641802383,69.729178612829
1790.6495288236,15.191705982621,69.540116916525
1807.3604054045,16.710876580883,69.332493709538
1825.7423696435,18.381964238971,69.105257644207
1842.2861374585,16.543767815074,68.90098931881
1857.1755284921,14.889391033567,68.718385732454
1870.5759804223,13.40045193021,68.554293750532
1885.3164775456,14.740497123231,68.373938176087
1901.5310243811,16.214546835554,68.175692557608
1919.3670259002,17.83600151911,67.958241561844
1938.9866275712,19.619601671021,67.719381161608
1956.6442690752,17.657641503919,67.504707232458
1972.5361464287,15.891877353527,67.311837499828
1990.0172115176,17.481065088879,67.0995180781
2009.2463831153,19.229171597767,66.865708285945
2026.5526375533,17.306254437991,66.655304801431
2042.1282665475,15.575628994192,66.465975535015
2056.1463326423,14.018066094772,66.295175083553
2071.5662053465,15.41987270425,66.107121679066
2088.5280653212,16.961859974675,65.899303243587
2107.1861112934,18.658045972142,65.670470580095
2123.9783526683,16.792241374928,65.46410375655
2139.0913699057,15.113017237435,65.278417720823
2152.6930854194,13.601715513692,65.110406175162
2167.6549724845,14.961887065061,64.925222138516
2184.113048256,16.458075771567,64.7206682462
2202.2169316048,18.103883348724,64.495586555219
2218.5104266186,16.293495013851,64.291204236281
2233.1745721311,14.664145512466,64.107123990072
2246.3723030923,13.197730961219,63.941171736209
2260.8898071496,14.517504057341,63.75759998878
2276.8590616127,15.969254463076,63.554878022007
2294.4252415221,17.566179909383,63.330694495598
2313.7480394224,19.322797900321,63.082854684068
2331.1385575327,17.390518110289,62.859441728191
2346.790023832,15.65146629926,62.656901063181
2360.8763435013,14.086319669334,62.474200332236
2376.3712951376,15.494951636268,62.272225395796
2393.4157419375,17.044446799894,62.049143238855
2408.7557440574,15.340002119905,61.847972300709
2422.5617459653,13.806001907915,61.666508335428
2434.9871476824,12.425401717123,61.502214923154
2448.6550895712,13.667941888835,61.32132169544
2463.689825649,15.034736077719,61.121980682616
2480.2280353345,16.538209685491,60.902135567082
2495.1124240514,14.884388716942,60.702176732919
2508.5083738966,13.395949845248,60.523436871762
2520.5647287574,12.056354860723,60.361772073168
2533.8267191042,13.261990346795,60.184429773069
2548.4149084856,14.588189381475,59.989476299769
2564.4619168053,16.047008319622,59.774960728958
2578.9042242929,14.44230748766,59.581958660029
2591.9023010318,12.998076738894,59.4088697433
2603.6005700968,11.698269065004,59.253610492076
2616.4686660683,12.868095971505,59.084292282762
2630.623571637,14.154905568655,58.898156302183
2646.1939677625,15.570396125521,58.695133614063
2660.2073242755,14.013356512969,58.514251132615
2672.8193451371,12.612020861672,58.352407097389
2684.1701639126,11.350818775505,58.20885474339
2696.6560645657,12.485900653055,58.051994288131
2710.3905552841,13.734490718361,57.881842564489
2725.4984950743,15.107939790197,57.697103512245
2742.1172288435,16.618733769217,57.497308356758
2760.3978359896,18.280607146138,57.281880323068
2780.5065038504,20.108667860752,57.049981201527
2802.6260384972,22.119534646827,56.801118263347
2826.9575266087,24.33148811151,56.534407734209
2848.8558659091,21.898339300359,56.300209104085
2868.5643712794,19.708505370323,56.094391195447
2886.3020261127,17.737654833291,55.913429494402
2902.2659154626,15.963889349962,55.752768270851
2919.8261937476,17.560278284958,55.578428216735
2939.142499861,19.316306113454,55.389455851936
2960.3904365858,21.247936724799,55.185556385418
2983.7631669831,23.372730397279,54.964665263273
3004.7986243407,21.035457357551,54.768603511778
3023.7305359625,18.931911621796,54.594162515138
3044.5556387464,20.825102783975,54.404611338177
3067.4632518088,22.907613062373,54.197586285107
3092.6616261774,25.19837436861,53.971695104019
3115.3401631092,22.678536931749,53.769501170418
3135.7508463478,20.410683238574,53.588390275382
3154.1204612625,18.369614914717,53.426221984905
3174.3270376687,20.206576406189,53.247392586403
3196.5542717155,22.227234046807,53.050292364978
3221.004229167,24.449957451488,52.832057033441
3247.8991823636,26.894953196637,52.590486605132
3272.1046402406,24.205457876973,52.370900060908
3293.8895523298,21.784912089276,52.170637098244
3313.4959732102,19.606420880348,51.988353731613
3335.0630361786,21.567062968383,51.783475703561
3358.7868054438,23.723769265222,51.553830380024
3384.8829516355,26.096146191744,51.291690802298
3413.5887124465,28.705760810918,50.99276865164
3439.4238971763,25.835184729826,50.710215672364
3462.6755634331,23.251666256844,50.441468254766
3483.6020630643,20.926499631159,50.184636660871
3506.6212126586,23.019149594275,49.87848053091
3531.9422772123,25.321064553703,49.498305010888
3559.7954482213,27.853171009073,48.97723431122
3572.3293751754,12.533926954083,48.68880791852
3583.6099094341,11.280534258675,48.307774317551
3589.8142032764,6.204293842271,47.856378499942
3596.6389265029,6.8247232264981,47.400487615099
3604.146122052,7.5071955491479,46.799828823734
3612.4040371561,8.2579151040627,46.304619294902
3621.4877437705,9.083706614469,46.035062871352
3631.4798210465,9.9920772759159,45.858327960818
3642.47110605,10.991285003507,45.734763525661
3654.5615195538,12.090413503858,45.639664528086
3667.8609744081,13.299454854244,45.56164228267
3682.4903747477,14.629400339668,45.493002421157
3698.5827151214,16.092340373635,45.428364657189
3716.2842895324,17.701574410999,45.364214781864
3735.7560213845,19.471731852099,45.298146945501
3757.1749264218,21.418905037309,45.228289901801
3780.7357219628,23.560795541039,45.153483215428
3801.9404379498,21.204715986936,45.087463938905
3821.024682338,19.084244388242,45.028866768207
3838.2005022874,17.175819949418,44.976746118867
3857.0939042318,18.89340194436,44.920028776307
3877.8766463706,20.782742138796,44.858444809427
3900.7376627232,22.861016352675,44.791592757104
3925.8847807112,25.147117987943,44.719297887961
3948.5171869003,22.632406189148,44.654876096561
3968.8863524706,20.369165570233,44.59751101446
3987.2186014838,18.33224901321,44.546438929634
4007.3840753983,20.165473914531,44.490804587762
4029.5660967043,22.182021305984,44.430241709198
4053.9663201409,24.400223436583,44.364456567172
4080.8065659211,26.840245780241,44.292836344139
4110.3308362794,29.524270358265,44.215138465763
4136.9026796018,26.571843322439,44.145982284318
4160.817338592,23.914658990195,44.084459338932
4187.1234634812,26.306124889214,44.017617702719
4216.0602008594,28.936737378136,43.944903780392
4242.1032644997,26.043063640322,43.880260274937
4265.542021776,23.43875727629,43.822603549019
4286.6369033246,21.094881548661,43.771116162496
4309.8412730282,23.204369703527,43.714941561952
4335.366079702,25.52480667388,43.653753151155
4363.4433670433,28.077287341268,43.587134510361
4394.3283831187,30.885016075394,43.514467194536
4422.1248975866,27.796514467855,43.449662751499
4447.1417606076,25.016863021069,43.391904999805
4469.6569373266,22.515176718962,43.340127028636
4494.4236317175,24.766694390859,43.283677052013
4521.6669955474,27.243363829945,43.222199642514
4551.6346957603,29.967700212939,43.155110647494
4584.5991659946,32.964470234233,43.081859848295
4620.8600832522,36.260917257656,43.00216795866
4653.4949087841,32.634825531891,42.931097409498
4682.8662517628,29.371342978702,42.867459611269
4709.3004604436,26.434208680831,42.810648099846
4738.3780899926,29.077629548915,42.748598141274
4770.3634824964,31.985392503806,42.680773313015
4805.5474142506,35.183931754187,42.606581318473
4844.2497391802,38.702324929605,42.525903424006
4879.0818316168,34.832092436645,42.453636577484
4910.4307148098,31.34888319298,42.389005601206
4938.6447096835,28.213994873682,42.331080205601
4969.6801040445,31.03539436105,42.267828690153
5003.8190378417,34.138933797155,42.19845173237
5041.3718650185,37.552827176871,42.122763079837
5082.6799749131,41.308109894558,42.039842739634
5119.8572738182,37.177298905102,41.965754246347
5153.3168428328,33.459569014592,41.899401360849
5183.4304549459,30.113612113133,41.839820614797
5216.5554282704,33.124973324446,41.77483470177
5252.9928989273,36.437470656891,41.703822058333
5293.0741166498,40.08121772258,41.626094908761
5337.1634561447,44.089339494838,41.541249504781
5376.84386169,39.680405545354,41.46510027507
5412.5562266809,35.712364990819,41.396925314754
5451.8398281708,39.283601489901,41.322172557518
5495.0517898096,43.211961638891,41.240158654527
5542.5849476124,47.53315780278,41.150317135245
5592.5849476124,50,41.05642764122
5642.5849476124,50,40.963186910805
5692.5849476124,50,40.87061296668
5742.5849476124,50,40.77834063104
5792.5849476124,50,40.686679932624
5837.5849476124,45,40.604446271387
5878.0849476124,40.5,40.530661505324
5922.6349476124,44.55,40.449603699113
5971.6399476124,49.005,40.360906326128
6021.6399476124,50,40.270619211643
6071.6399476124,50,40.180829963842
6121.6399476124,50,40.091421594046
6171.6399476124,50,40.002334850054
6221.6399476124,50,39.913597318665
6266.6399476124,45,39.833844049784
6307.1399476124,40.5,39.762396711596
6351.6899476124,44.55,39.683713739602
6400.6949476124,49.005,39.597450469135
6450.6949476124,50,39.509577037
6500.6949476124,50,39.422076471254
6550.6949476124,50,39.334832455819
6600.6949476124,50,39.247833466583
6650.6949476124,50,39.160843090517
6695.6949476124,45,39.082797723842
6736.1949476124,40.5,39.012685074209
6780.7449476124,44.55,38.935688435607
6829.7499476124,49.005,38.851299108667
6873.8544476124,44.1045,38.775359374379
6913.5484976124,39.69405,38.70721693657
6957.2119526124,43.663455,38.63230092541
7005.2417531124,48.0298005,38.549993055239
7055.2417531124,50,38.464191851022
7105.2417531124,50,38.378672590972
7155.2417531124,50,38.293218349018
7200.2417531124,45,38.216652320337
7240.7417531124,40.5,38.147657223319
7285.2917531124,44.55,38.072019871312
7334.2967531124,49.005,37.988971845168
7384.2967531124,50,37.904143746788
7434.2967531124,50,37.819409503313
7484.2967531124,50,37.734603034977
7529.2967531124,45,37.65835831388
7569.7967531124,40.5,37.589660325955
7614.3467531124,44.55,37.514489409825
7663.3517531124,49.005,37.431844491414
7713.3517531124,50,37.347440350607
7763.3517531124,50,37.262888722131
7813.3517531124,50,37.178298316009
7863.3517531124,50,37.093812367869
7913.3517531124,50,37.009472715129
7963.3517531124,50,36.924889369244
8013.3517531124,50,36.84042203141
8058.3517531124,45,36.76452953739
8098.8517531124,40.5,36.696206665553
8143.4017531124,44.55,36.620933682208
8192.4067531124,49.005,36.5381325075
8242.4067531124,50,36.453656104909
8287.4067531124,45,36.377706985003
8327.9067531124,40.5,36.309314298886
8364.3567531124,36.45,36.247886391024
8404.4517531124,40.095,36.180129038333
8448.5562531124,44.1045,36.105705236399
8497.0712031124,48.51495,36.023657221415
8547.0712031124,50,35.939043292732
8592.0712031124,45,35.862864390294
8632.5712031124,40.5,35.794411894861
8669.0212031124,36.45,35.732773609872
8709.1162031124,40.095,35.664906836951
8753.2207031124,44.1045,35.590272408827
8801.7356531124,48.51495,35.508199428166
8845.3991081124,43.663455,35.433942361087
8884.6962176124,39.2971095,35.367240067129
8920.0636161624,35.36739855,35.307225482333
8958.9677545674,38.904138405,35.241247716978
9001.7623068129,42.7945522455,35.168684162427
9048.836314283,47.07400747005,35.088783604543
9091.202921006,42.366606723045,35.016825810086
9129.3328670568,38.129946050741,34.952031688944
9163.6498185024,34.316951445666,34.893620079697
9201.3984650927,37.748646590233,34.829335441322
9242.9219763419,41.523511249256,34.758353933067
9288.5978387161,45.675862374182,34.680591963967
9329.7061148529,41.108276136764,34.610670362931
9366.7035633759,36.997448523087,34.547628895763
9400.0012670467,33.297703670779,34.490850011458
9436.6287410846,36.627474037857,34.428496412224
9476.9189625262,40.290221441642,34.359754927649
9521.238206112,44.319243585806,34.284028398731
9569.9893740564,48.751167944387,34.200630099149
9619.9893740564,50,34.115247293357
9664.9893740564,45,34.038361721671
9705.4893740564,40.5,33.9691852474
9741.9393740564,36.45,33.906924989156
9782.0343740564,40.095,33.838254969823
9826.1388740564,44.1045,33.762861424089
9874.6538240564,48.51495,33.680040822159
9918.3172790564,43.663455,33.605453885469
9957.6143885564,39.2971095,33.53864001863
9992.9817871064,35.36739855,33.478468524266
10031.885925511,38.904138405,33.41204491711
10074.680477757,42.7945522455,33.338830897049
10121.754485227,47.07400747005,33.258476568541
10171.754485227,50,33.173167163176
10221.754485227,50,33.088101113099
10271.754485227,50,33.003068887842
10321.754485227,50,32.918316610623
10366.754485227,45,32.84229645247
10407.254485227,40.5,32.773851447618
10443.704485227,36.45,32.712170270454
10483.799485227,40.095,32.644380939691
10527.903985227,44.1045,32.569929575488
10567.598035227,39.69405,32.502998633
10603.322680227,35.724645,32.442923961851
10635.474860727,32.1521805,32.388942419904
10664.411823177,28.93696245,32.340341944767
10696.242481872,31.830658695,32.287001367782
10731.256206436,35.0137245645,32.228171520601
10769.771303457,38.51509702095,32.16365435909
10812.13791018,42.366606723045,32.092871280559
10850.267856231,38.129946050741,32.029421961892
10884.584807677,34.316951445666,31.972403082683
10915.470063978,30.8852563011,31.921201393255
10943.266794649,27.79673067099,31.875158787623
10973.843198387,30.576403738089,31.824807330799
11007.477242499,33.634044111898,31.769431283972
11044.474691022,36.997448523087,31.708828268671
11077.772394693,33.297703670779,31.654386657549
11107.740327997,29.967933303701,31.605407644931
11134.71146797,26.971139973331,31.56138400207
11164.379721941,29.668253970664,31.51316917308
11197.014801308,32.63507936773,31.460453352678
11232.913388613,35.898587304503,31.402804080221
11272.401834648,39.488446034954,31.339516802761
11315.839125286,43.437290638449,31.270101926756
11363.620144988,47.781019702294,31.193977098938
11406.623062721,43.002917732064,31.125749764744
11445.325688679,38.702625958858,31.064815180291
11480.158052042,34.832363362972,31.010293718575
11518.473651742,38.315599699269,30.950540944195
11560.620811411,42.147159669196,30.885159669305
11606.982687047,46.361875636116,30.813671906776
11656.982687047,50,30.737010233598
11706.982687047,50,30.661068545863
11751.982687047,45,30.592978747395
11792.482687047,40.5,30.53221987787
11828.932687047,36.45,30.478095935067
11869.027687047,40.095,30.419004070761
11913.132187047,44.1045,30.354329955811
11961.647137047,48.51495,30.283647625696
12005.310592047,43.663455,30.220423520023
12044.607701547,39.2971095,30.164268745993
12079.975100097,35.36739855,30.114045916634
12118.879238502,38.904138405,30.059259015206
12161.673790747,42.7945522455,29.999427434752
12208.747798217,47.07400747005,29.934183494529
12258.747798217,50,29.865637771984
12308.747798217,50,29.797811711483
12358.747798217,50,29.730573767314
12408.747798217,50,29.664621757727
12458.747798217,50,29.599428200355
12508.747798217,50,29.535184288886
12553.747798217,45,29.477658341618
12594.247798217,40.5,29.426185779205
12630.697798217,36.45,29.380303515877
12670.792798217,40.095,29.330502391657
12714.897298217,44.1045,29.27649951794
12763.412248217,48.51495,29.21778458207
12807.075703217,43.663455,29.16547814883
12846.372812717,39.2971095,29.118759236768
12881.740211267,35.36739855,29.077277348354
12920.644349672,38.904138405,29.032046596659
12963.438901918,42.7945522455,28.982854853102
13010.512909388,47.07400747005,28.92946928885
13052.879516111,42.366606723045,28.88205469809
13091.009462162,38.129946050741,28.839853696367
13125.326413607,34.316951445666,28.802289501623
13163.075060198,37.748646590233,28.761439266068
13204.598571447,41.523511249256,28.717004523791
13250.274433821,45.675862374182,28.668535153673
13300.274433821,50,28.616183496638
13350.274433821,50,28.564885578454
13400.274433821,50,28.514506514466
13445.274433821,45,28.469711468851
13485.774433821,40.5,28.429831689163
13522.224433821,36.45,28.394170815848
13562.319433821,40.095,28.355561092794
13606.423933821,44.1045,28.313125676832
13654.938883821,48.51495,28.267436577439
13704.938883821,50,28.221159014286
13749.938883821,45,28.180154119684
13790.438883821,40.5,28.143596103965
13826.888883821,36.45,28.111230241928
13866.983883821,40.095,28.076050704488
13911.088383821,44.1045,28.03800516611
13959.603333821,48.51495,27.99679872182
14009.603333821,50,27.954483445617
14059.603333821,50,27.913125449453
14104.603333821,45,27.875872496162
14145.103333821,40.5,27.843312277827
14189.653333821,44.55,27.808013109995
14238.658333821,49.005,27.770048164467
14288.658333821,50,27.73156393497
14338.658333821,50,27.694129359959
14383.658333821,45,27.660308355116
14424.158333821,40.5,27.630106899663
14468.708333821,44.55,27.597904096099
14517.713333821,49.005,27.561171880552
14567.713333821,50,27.525273509622
14617.713333821,50,27.490038543571
14667.713333821,50,27.4552826554
14712.713333821,45,27.424529306412
14753.213333821,40.5,27.397110531592
14789.663333821,36.45,27.37270265543
14822.468333821,32.805,27.351033845902
14858.553833821,36.0855,27.327457486902
14898.247883821,39.69405,27.301885400262
14941.911338821,43.663455,27.274168460715
14981.208448321,39.2971095,27.249437883276
15016.575846871,35.36739855,27.227568075229
15048.406505566,31.830658695,27.20790208936
15083.420230131,35.0137245645,27.186218049346
15121.935327152,38.51509702095,27.162740833818
15164.301933875,42.366606723045,27.137316995019
15210.90520127,46.603267395349,27.109825845831
15260.90520127,50,27.080688486417
15305.90520127,45,27.055079921927
15346.40520127,40.5,27.032197579399
15382.85520127,36.45,27.011797954908
15422.95020127,40.095,26.989551861203
15467.05470127,44.1045,26.965339576403
15515.56965127,48.51495,26.939056384377
15565.56965127,50,26.912369760996
15615.56965127,50,26.886211604907
15665.56965127,50,26.860330136634
15710.56965127,45,26.837384715797
15751.06965127,40.5,26.816916964173
15795.61965127,44.55,26.794841966287
15844.62465127,49.005,26.770850903011
15894.62465127,50,26.746523506596
15944.62465127,50,26.72257263158
15994.62465127,50,26.698921304402
16044.62465127,50,26.675521301153
16089.62465127,45,26.65467421191
16130.12465127,40.5,26.636290015519
16174.67465127,44.55,26.61610036322
16223.67965127,49.005,26.594354084607
16273.67965127,50,26.572408580348
16323.67965127,50,26.550898084906
16373.67965127,50,26.529636861646
16423.67965127,50,26.508703877932
16473.67965127,50,26.488055312189
16523.67965127,50,26.467660809216
16568.67965127,45,26.449458814873
16609.17965127,40.5,26.433267282105
16653.72965127,44.55,26.415694487307
16702.73465127,49.005,26.396431642706
16752.73465127,50,26.377156966103
16802.73465127,50,26.358230831614
16852.73465127,50,26.339472872386
16897.73465127,45,26.322859103879
16938.23465127,40.5,26.308062758817
16974.68465127,36.45,26.294907316221
17007.48965127,32.805,26.283135652729
17043.57515127,36.0855,26.270332289845
17083.26920127,39.69405,26.256328499712
17126.93265627,43.663455,26.241084383414
17174.96245677,48.0298005,26.224572716079
17224.96245677,50,26.207602527141
17274.96245677,50,26.190748675049
17319.96245677,45,26.175717167291
17360.46245677,40.5,26.162390149524
17405.01245677,44.55,26.147838910919
17454.01745677,49.005,26.132031362912
17504.01745677,50,26.116127327052
17554.01745677,50,26.100456152938
17599.01745677,45,26.086428165424
17639.51745677,40.5,26.074065171962
17684.06745677,44.55,26.060592084711
17733.07245677,49.005,26.045981500632
17783.07245677,50,26.031190861229
17833.07245677,50,26.016622784554
17883.07245677,50,26.002089202167
17933.07245677,50,25.987914715886
17978.07245677,45,25.975160383556
18018.57245677,40.5,25.96378078131
18063.12245677,44.55,25.951399358263
18112.12745677,49.005,25.937891217459
18162.12745677,50,25.924249121989
18212.12745677,50,25.910776447292
18257.12745677,45,25.898842419145
18297.62745677,40.5,25.888184395353
18342.17745677,44.55,25.876563088178
18391.18245677,49.005,25.863937622702
18441.18245677,50,25.851214700619
18491.18245677,50,25.838621173582
18541.18245677,50,25.82584013775
18591.18245677,50,25.813495031655
18636.18245677,45,25.802389284726
18676.68245677,40.5,25.792670758991
18721.23245677,44.55,25.781979473149
18770.23745677,49.005,25.770357754825
18820.23745677,50,25.758571834096
18870.23745677,50,25.747083925968
18920.23745677,50,25.73565047299
18970.23745677,50,25.724223577862
19015.23745677,45,25.714085299121
19055.73745677,40.5,25.705042716975
19100.28745677,44.55,25.695178205427
19149.29245677,49.005,25.684477356538
19193.39695677,44.1045,25.674916815527
19233.09100677,39.69405,25.66640309944
19268.81565177,35.724645,25.658818297207
19308.11276127,39.2971095,25.650593225758
